,year,state,n_killed,n_injured
141821,2016,Michigan,1,0
141822,2016,Massachusetts,0,0
141823,2016,Maryland,1,0
141824,2016,Texas,0,1
141825,2016,Missouri,0,0
141826,2016,Oregon,0,1
141827,2016,Oklahoma,0,1
141828,2016,Pennsylvania,1,0
141829,2016,Kansas,0,0
141830,2016,New Mexico,0,0
141831,2016,Washington,0,0
141832,2016,Nevada,0,0
141833,2016,Missouri,1,0
141834,2016,North Carolina,0,0
141835,2016,Washington,0,1
141836,2016,Massachusetts,0,1
141837,2016,New Jersey,1,1
141838,2016,Colorado,0,1
141839,2016,Nevada,0,2
141840,2016,Tennessee,1,1
141841,2016,Connecticut,0,0
141842,2016,Indiana,0,1
141843,2016,North Carolina,0,0
141844,2016,Massachusetts,0,0
141845,2016,Indiana,0,0
141846,2016,Minnesota,0,0
141847,2016,Florida,1,0
141848,2016,Florida,0,0
141849,2016,Minnesota,0,0
141850,2016,Michigan,0,3
141851,2016,Virginia,0,1
141852,2016,Michigan,0,1
141853,2016,Connecticut,0,0
141854,2016,California,1,0
141855,2016,Florida,1,0
141856,2016,Louisiana,0,0
141857,2016,Georgia,1,0
141858,2016,Kansas,0,1
141859,2016,Nebraska,0,0
141860,2016,North Carolina,0,0
141861,2016,North Carolina,0,0
141862,2016,New York,1,0
141863,2016,Pennsylvania,0,1
141864,2016,Virginia,0,1
141865,2016,North Carolina,0,0
141866,2016,Indiana,2,0
141867,2016,Texas,1,0
141868,2016,Missouri,0,1
141869,2016,Ohio,0,2
141870,2016,California,2,2
141871,2016,Massachusetts,0,0
141872,2016,Louisiana,1,0
141873,2016,Missouri,0,1
141874,2016,Florida,0,0
141875,2016,Washington,0,0
141876,2016,Washington,0,5
141877,2016,Florida,0,0
141878,2016,North Carolina,0,0
141879,2016,Nevada,0,0
141880,2016,New York,0,1
141881,2016,Illinois,0,3
141882,2016,Florida,0,0
141883,2016,Alabama,0,0
141884,2016,Pennsylvania,1,0
141885,2016,Pennsylvania,0,0
141886,2016,Ohio,0,1
141887,2016,Oregon,2,0
141888,2016,New York,0,0
141889,2016,Tennessee,0,1
141890,2016,Tennessee,0,1
141891,2016,Virginia,0,1
141892,2016,Tennessee,0,2
141893,2016,Pennsylvania,0,0
141894,2016,Illinois,0,0
141895,2016,Arizona,1,0
141896,2016,Iowa,0,2
141897,2016,Kentucky,0,0
141898,2016,Pennsylvania,2,0
141899,2016,Massachusetts,1,0
141900,2016,Missouri,0,0
141901,2016,Illinois,0,1
141902,2016,Florida,0,0
141903,2016,California,1,0
141904,2016,Illinois,0,1
141905,2016,West Virginia,0,1
141906,2016,Connecticut,0,1
141907,2016,California,1,0
141908,2016,Florida,0,1
141909,2016,Florida,0,0
141910,2016,North Carolina,0,0
141911,2016,Georgia,0,2
141912,2016,Massachusetts,1,1
141913,2016,Kansas,0,0
141914,2016,Michigan,0,0
141915,2016,Rhode Island,0,1
141916,2016,Texas,1,0
141917,2016,Connecticut,0,1
141918,2016,Massachusetts,0,1
141919,2016,Connecticut,0,2
141920,2016,Texas,0,0
141921,2016,Massachusetts,0,0
141922,2016,Massachusetts,0,0
141923,2016,Florida,0,1
141924,2016,Pennsylvania,0,0
141925,2016,Kansas,0,0
141926,2016,Florida,0,1
141927,2016,Maryland,1,0
141928,2016,Tennessee,0,0
141929,2016,Illinois,0,1
141930,2016,Illinois,0,1
141931,2016,North Carolina,0,0
141932,2016,Texas,0,0
141933,2016,Florida,0,0
141934,2016,Illinois,0,1
141935,2016,Tennessee,0,1
141936,2016,Florida,0,1
141937,2016,Illinois,0,1
141938,2016,California,1,0
141939,2016,Louisiana,0,1
141940,2016,Texas,0,0
141941,2016,New York,0,1
141942,2016,Louisiana,0,1
141943,2016,Illinois,0,1
141944,2016,Virginia,0,2
141945,2016,Illinois,0,1
141946,2016,Indiana,0,1
141947,2016,Mississippi,1,0
141948,2016,Louisiana,0,1
141949,2016,North Carolina,1,0
141950,2016,Massachusetts,0,1
141951,2016,West Virginia,0,0
141952,2016,New Jersey,0,3
141953,2016,Ohio,3,0
141954,2016,Ohio,0,1
141955,2016,Ohio,0,2
141956,2016,Indiana,0,1
141957,2016,Texas,0,0
141958,2016,South Carolina,0,0
141959,2016,Texas,0,1
141960,2016,Louisiana,0,0
141961,2016,North Carolina,0,0
141962,2016,North Carolina,0,0
141963,2016,Indiana,0,0
141964,2016,Pennsylvania,0,1
141965,2016,Ohio,1,1
141966,2016,Virginia,0,2
141967,2016,Illinois,0,1
141968,2016,Illinois,0,1
141969,2016,Kentucky,0,1
141970,2016,Illinois,0,1
141971,2016,Louisiana,0,1
141972,2016,Ohio,0,0
141973,2016,California,0,2
141974,2016,Ohio,0,1
141975,2016,Illinois,0,1
141976,2016,New Jersey,0,1
141977,2016,New Jersey,0,0
141978,2016,New Jersey,1,0
141979,2016,Tennessee,1,0
141980,2016,Illinois,1,0
141981,2016,South Carolina,0,1
141982,2016,Alabama,5,0
141983,2016,Indiana,0,1
141984,2016,Ohio,1,1
141985,2016,New York,1,0
141986,2016,Virginia,0,1
141987,2016,Virginia,0,2
141988,2016,New Jersey,0,1
141989,2016,Pennsylvania,0,1
141990,2016,Georgia,1,0
141991,2016,South Carolina,0,1
141992,2016,Ohio,1,0
141993,2016,Michigan,0,0
141994,2016,Arkansas,0,1
141995,2016,Illinois,0,1
141996,2016,West Virginia,0,2
141997,2016,New York,0,1
141998,2016,Illinois,0,1
141999,2016,California,0,0
142000,2016,Oklahoma,0,1
142001,2016,Pennsylvania,1,0
142002,2016,Georgia,1,0
142003,2016,Florida,0,2
142004,2016,North Carolina,0,0
142005,2016,Illinois,0,1
142006,2016,Iowa,0,0
142007,2016,Arkansas,1,1
142008,2016,Arizona,0,0
142009,2016,Nevada,1,0
142010,2016,Maryland,1,0
142011,2016,Connecticut,0,4
142012,2016,Illinois,0,1
142013,2016,California,1,2
142014,2016,District of Columbia,0,1
142015,2016,Michigan,0,2
142016,2016,West Virginia,0,1
142017,2016,Missouri,0,0
142018,2016,West Virginia,0,1
142019,2016,California,0,1
142020,2016,North Dakota,0,4
142021,2016,Washington,0,0
142022,2016,Florida,0,0
142023,2016,California,0,1
142024,2016,Florida,0,0
142025,2016,Pennsylvania,0,3
142026,2016,Virginia,1,0
142027,2016,North Carolina,0,1
142028,2016,Wisconsin,0,0
142029,2016,Texas,0,1
142030,2016,Oregon,0,0
142031,2016,North Carolina,0,3
142032,2016,West Virginia,0,0
142033,2016,Georgia,2,0
142034,2016,Pennsylvania,0,1
142035,2016,Iowa,0,1
142036,2016,New Jersey,1,1
142037,2016,Ohio,0,0
142038,2016,Tennessee,0,1
142039,2016,Washington,0,1
142040,2016,Michigan,1,1
142041,2016,Pennsylvania,1,0
142042,2016,Texas,0,2
142043,2016,Oklahoma,2,0
142044,2016,Nebraska,0,0
142045,2016,Florida,0,0
142046,2016,Arizona,1,0
142047,2016,Illinois,1,0
142048,2016,Oklahoma,1,0
142049,2016,Georgia,1,0
142050,2016,Alaska,0,1
142051,2016,Maryland,1,0
142052,2016,Ohio,1,0
142053,2016,Alabama,0,0
142054,2016,Florida,0,0
142055,2016,Florida,0,0
142056,2016,Virginia,0,1
142057,2016,Massachusetts,0,4
142058,2016,Florida,0,0
142059,2016,Massachusetts,0,1
142060,2016,Massachusetts,0,0
142061,2016,Florida,1,0
142062,2016,Louisiana,0,2
142063,2016,Pennsylvania,1,0
142064,2016,New York,0,1
142065,2016,Louisiana,1,0
142066,2016,New York,0,1
142067,2016,Florida,0,0
142068,2016,Illinois,0,1
142069,2016,Illinois,0,1
142070,2016,Georgia,0,0
142071,2016,New York,0,1
142072,2016,Illinois,0,1
142073,2016,Arizona,1,0
142074,2016,Illinois,0,1
142075,2016,New York,0,1
142076,2016,Texas,0,1
142077,2016,Illinois,0,2
142078,2016,Illinois,0,1
142079,2016,North Carolina,1,1
142080,2016,Texas,0,1
142081,2016,Illinois,0,2
142082,2016,Pennsylvania,0,0
142083,2016,California,0,1
142084,2016,Oregon,0,0
142085,2016,Illinois,0,2
142086,2016,California,1,0
142087,2016,North Dakota,0,0
142088,2016,Tennessee,0,2
142089,2016,Missouri,0,1
142090,2016,Missouri,1,0
142091,2016,Missouri,1,0
142092,2016,Georgia,2,0
142093,2016,South Carolina,1,0
142094,2016,Texas,0,1
142095,2016,Illinois,0,1
142096,2016,New Mexico,0,1
142097,2016,Georgia,2,1
142098,2016,Mississippi,0,0
142099,2016,Arkansas,0,0
142100,2016,Alabama,1,1
142101,2016,Illinois,1,0
142102,2016,Washington,0,1
142103,2016,Washington,0,0
142104,2016,Louisiana,0,1
142105,2016,Nebraska,0,0
142106,2016,Nebraska,0,0
142107,2016,Connecticut,0,13
142108,2016,Arkansas,0,0
142109,2016,South Carolina,1,0
142110,2016,Texas,1,0
142111,2016,Arkansas,1,0
142112,2016,Texas,0,0
142113,2016,Texas,0,1
142114,2016,Illinois,0,1
142115,2016,South Carolina,0,0
142116,2016,Illinois,0,1
142117,2016,Ohio,0,1
142118,2016,South Carolina,0,0
142119,2016,North Carolina,1,1
142120,2016,Tennessee,0,0
142121,2016,Tennessee,0,1
142122,2016,Tennessee,0,0
142123,2016,Arizona,1,0
142124,2016,Illinois,0,0
142125,2016,Oregon,0,0
142126,2016,Florida,1,0
142127,2016,New York,1,0
142128,2016,Iowa,0,0
142129,2016,Arkansas,0,0
142130,2016,Kentucky,1,0
142131,2016,New Mexico,1,0
142132,2016,New York,0,0
142133,2016,Wyoming,0,1
142134,2016,Maryland,0,1
142135,2016,Washington,0,1
142136,2016,West Virginia,0,1
142137,2016,North Carolina,0,1
142138,2016,North Carolina,0,1
142139,2016,Maine,0,0
142140,2016,Louisiana,0,0
142141,2016,District of Columbia,1,0
142142,2016,New York,0,0
142143,2016,West Virginia,0,0
142144,2016,Texas,0,1
142145,2016,Ohio,1,0
142146,2016,New York,0,2
142147,2016,Ohio,0,1
142148,2016,Wyoming,0,0
142149,2016,Ohio,0,1
142150,2016,Ohio,0,1
142151,2016,New York,0,0
142152,2016,Virginia,0,1
142153,2016,Ohio,0,1
142154,2016,Iowa,0,0
142155,2016,Illinois,0,2
142156,2016,Illinois,1,0
142157,2016,Colorado,0,2
142158,2016,Delaware,0,1
142159,2016,Virginia,0,3
142160,2016,Virginia,0,1
142161,2016,Georgia,0,0
142162,2016,Oklahoma,1,0
142163,2016,New York,1,0
142164,2016,Georgia,1,0
142165,2016,Georgia,0,1
142166,2016,New Jersey,0,0
142167,2016,Georgia,0,1
142168,2016,Georgia,1,0
142169,2016,California,0,0
142170,2016,Virginia,0,1
142171,2016,Texas,1,0
142172,2016,California,1,0
142173,2016,Illinois,1,0
142174,2016,Virginia,0,1
142175,2016,Illinois,0,1
142176,2016,Florida,0,1
142177,2016,Florida,0,1
142178,2016,Florida,0,0
142179,2016,New York,0,0
142180,2016,Kentucky,0,0
142181,2016,Tennessee,0,1
142182,2016,Texas,1,0
142183,2016,District of Columbia,0,0
142184,2016,Texas,0,1
142185,2016,Oklahoma,1,0
142186,2016,Illinois,0,1
142187,2016,Pennsylvania,0,1
142188,2016,Oklahoma,0,1
142189,2016,North Carolina,0,1
142190,2016,Colorado,1,0
142191,2016,Iowa,0,1
142192,2016,Missouri,0,1
142193,2016,Alabama,0,1
142194,2016,Utah,0,0
142195,2016,Kentucky,0,1
142196,2016,Wisconsin,0,1
142197,2016,Louisiana,0,1
142198,2016,California,1,0
142199,2016,Colorado,0,0
142200,2016,Oklahoma,0,1
142201,2016,South Carolina,0,1
142202,2016,Minnesota,0,0
142203,2016,Michigan,0,1
142204,2016,Ohio,1,0
142205,2016,New Mexico,0,0
142206,2016,Minnesota,0,1
142207,2016,New Mexico,0,0
142208,2016,Tennessee,0,1
142209,2016,North Dakota,2,0
142210,2016,Pennsylvania,0,0
142211,2016,Tennessee,0,1
142212,2016,Illinois,0,1
142213,2016,Massachusetts,0,0
142214,2016,North Carolina,0,1
142215,2016,Texas,0,0
142216,2016,Illinois,0,2
142217,2016,Virginia,1,0
142218,2016,Virginia,1,1
142219,2016,Illinois,1,0
142220,2016,South Carolina,0,0
142221,2016,Tennessee,1,0
142222,2016,Kentucky,1,0
142223,2016,Illinois,1,0
142224,2016,North Carolina,0,1
142225,2016,Illinois,0,1
142226,2016,Georgia,1,0
142227,2016,Virginia,1,0
142228,2016,Illinois,0,1
142229,2016,Illinois,0,2
142230,2016,Arizona,0,1
142231,2016,Kansas,0,1
142232,2016,Illinois,0,1
142233,2016,Indiana,1,0
142234,2016,Massachusetts,0,0
142235,2016,Illinois,0,1
142236,2016,Maryland,1,0
142237,2016,Illinois,0,1
142238,2016,California,0,1
142239,2016,Texas,0,1
142240,2016,Kentucky,0,0
142241,2016,Washington,0,0
142242,2016,Illinois,0,1
142243,2016,Pennsylvania,0,1
142244,2016,New York,1,0
142245,2016,Michigan,1,0
142246,2016,Massachusetts,0,2
142247,2016,Iowa,0,1
142248,2016,Illinois,0,0
142249,2016,California,2,1
142250,2016,North Carolina,1,0
142251,2016,Texas,1,0
142252,2016,Virginia,0,1
142253,2016,Missouri,0,0
142254,2016,Louisiana,0,1
142255,2016,Louisiana,1,1
142256,2016,Indiana,0,1
142257,2016,Maine,0,0
142258,2016,New York,1,1
142259,2016,Virginia,1,0
142260,2016,Indiana,0,0
142261,2016,Mississippi,0,0
142262,2016,Delaware,0,0
142263,2016,South Carolina,0,1
142264,2016,Tennessee,0,1
142265,2016,Maine,0,0
142266,2016,New York,0,2
142267,2016,North Carolina,0,0
142268,2016,North Carolina,0,1
142269,2016,Missouri,0,2
142270,2016,Michigan,1,1
142271,2016,West Virginia,0,0
142272,2016,South Carolina,0,1
142273,2016,Louisiana,0,1
142274,2016,Virginia,1,0
142275,2016,Arizona,0,1
142276,2016,Louisiana,0,0
142277,2016,California,0,0
142278,2016,Arizona,0,1
142279,2016,Illinois,0,1
142280,2016,Alabama,0,1
142281,2016,Oklahoma,1,0
142282,2016,Illinois,0,1
142283,2016,Georgia,0,2
142284,2016,Illinois,0,1
142285,2016,South Carolina,0,1
142286,2016,Mississippi,0,1
142287,2016,Illinois,0,0
142288,2016,North Carolina,0,1
142289,2016,Utah,0,0
142290,2016,California,1,0
142291,2016,Illinois,0,2
142292,2016,California,0,0
142293,2016,Massachusetts,0,0
142294,2016,Massachusetts,0,1
142295,2016,Louisiana,0,1
142296,2016,Tennessee,0,0
142297,2016,Iowa,0,0
142298,2016,Washington,0,1
142299,2016,New Mexico,0,0
142300,2016,California,0,1
142301,2016,California,0,0
142302,2016,Massachusetts,1,0
142303,2016,Texas,0,0
142304,2016,Texas,1,0
142305,2016,California,1,0
142306,2016,Tennessee,0,0
142307,2016,Tennessee,0,0
142308,2016,Mississippi,0,1
142309,2016,Wisconsin,0,3
142310,2016,Pennsylvania,1,0
142311,2016,Indiana,0,0
142312,2016,Kentucky,0,0
142313,2016,Pennsylvania,0,1
142314,2016,New Jersey,0,1
142315,2016,Ohio,1,0
142316,2016,Ohio,0,1
142317,2016,Oklahoma,2,0
142318,2016,Illinois,0,1
142319,2016,Alaska,0,0
142320,2016,Ohio,0,1
142321,2016,Ohio,1,0
142322,2016,Pennsylvania,1,0
142323,2016,Ohio,1,0
142324,2016,Iowa,0,0
142325,2016,Oklahoma,1,0
142326,2016,Pennsylvania,0,1
142327,2016,Connecticut,0,0
142328,2016,North Carolina,1,0
142329,2016,North Carolina,1,0
142330,2016,California,0,1
142331,2016,North Carolina,0,1
142332,2016,Mississippi,0,0
142333,2016,Georgia,1,0
142334,2016,South Carolina,0,0
142335,2016,Delaware,0,1
142336,2016,New Jersey,0,0
142337,2016,New Jersey,0,0
142338,2016,Florida,0,1
142339,2016,New Jersey,0,2
142340,2016,Illinois,0,0
142341,2016,New York,0,0
142342,2016,Maryland,1,0
142343,2016,Maryland,1,0
142344,2016,Maryland,0,2
142345,2016,Maryland,0,2
142346,2016,New York,1,0
142347,2016,Virginia,0,0
142348,2016,Connecticut,0,0
142349,2016,Florida,1,0
142350,2016,North Carolina,1,1
142351,2016,Florida,0,1
142352,2016,Massachusetts,0,1
142353,2016,New York,1,0
142354,2016,Texas,0,1
142355,2016,Georgia,0,0
142356,2016,California,1,0
142357,2016,Oklahoma,0,2
142358,2016,Kansas,0,0
142359,2016,Louisiana,1,0
142360,2016,Maine,0,0
142361,2016,New York,0,0
142362,2016,California,0,1
142363,2016,California,0,0
142364,2016,South Carolina,0,1
142365,2016,Michigan,0,1
142366,2016,Mississippi,0,1
142367,2016,Mississippi,0,1
142368,2016,New Mexico,0,0
142369,2016,Tennessee,1,0
142370,2016,Texas,3,0
142371,2016,Michigan,0,1
142372,2016,California,0,0
142373,2016,Maryland,0,1
142374,2016,Kansas,1,0
142375,2016,Mississippi,1,0
142376,2016,Arizona,1,0
142377,2016,Oklahoma,1,0
142378,2016,Iowa,0,0
142379,2016,Michigan,0,0
142380,2016,Illinois,0,1
142381,2016,Ohio,0,1
142382,2016,Pennsylvania,1,0
142383,2016,California,0,0
142384,2016,Nevada,0,1
142385,2016,Louisiana,0,0
142386,2016,North Carolina,0,2
142387,2016,New Jersey,1,1
142388,2016,South Carolina,1,0
142389,2016,California,1,0
142390,2016,California,1,0
142391,2016,Tennessee,0,1
142392,2016,California,0,2
142393,2016,New York,0,1
142394,2016,Virginia,0,1
142395,2016,Missouri,1,0
142396,2016,Virginia,0,1
142397,2016,Illinois,0,0
142398,2016,Alabama,0,0
142399,2016,Alabama,1,0
142400,2016,Alabama,0,1
142401,2016,Illinois,0,0
142402,2016,Florida,0,1
142403,2016,Florida,0,1
142404,2016,Connecticut,0,0
142405,2016,Florida,0,1
142406,2016,New Jersey,0,0
142407,2016,Florida,0,0
142408,2016,Florida,0,0
142409,2016,Florida,0,0
142410,2016,Florida,0,1
142411,2016,Connecticut,0,0
142412,2016,Ohio,0,0
142413,2016,Maine,0,1
142414,2016,Louisiana,0,1
142415,2016,Alaska,1,0
142416,2016,New York,1,0
142417,2016,Texas,0,0
142418,2016,Virginia,0,2
142419,2016,Kansas,1,0
142420,2016,Massachusetts,0,0
142421,2016,Maine,0,0
142422,2016,Michigan,1,0
142423,2016,Virginia,0,1
142424,2016,Illinois,1,0
142425,2016,Texas,0,0
142426,2016,Minnesota,0,0
142427,2016,Wisconsin,1,0
142428,2016,Washington,0,0
142429,2016,Iowa,0,0
142430,2016,Connecticut,1,0
142431,2016,California,0,1
142432,2016,Tennessee,1,0
142433,2016,Pennsylvania,1,0
142434,2016,New York,0,1
142435,2016,California,0,0
142436,2016,Texas,0,0
142437,2016,Virginia,0,1
142438,2016,Florida,0,0
142439,2016,Maryland,1,0
142440,2016,Missouri,0,1
142441,2016,Massachusetts,0,0
142442,2016,Louisiana,0,2
142443,2016,Colorado,0,0
142444,2016,Florida,0,0
142445,2016,Louisiana,0,1
142446,2016,Mississippi,1,0
142447,2016,Texas,0,2
142448,2016,Texas,0,1
142449,2016,Alabama,0,1
142450,2016,Connecticut,1,1
142451,2016,Missouri,0,2
142452,2016,Pennsylvania,0,0
142453,2016,New York,0,1
142454,2016,Wisconsin,0,1
142455,2016,Texas,1,0
142456,2016,California,0,0
142457,2016,Texas,1,0
142458,2016,Colorado,0,0
142459,2016,Tennessee,0,0
142460,2016,California,0,0
142461,2016,Washington,0,0
142462,2016,Texas,1,0
142463,2016,Pennsylvania,1,0
142464,2016,Massachusetts,0,0
142465,2016,Iowa,0,0
142466,2016,Texas,0,0
142467,2016,Kentucky,0,0
142468,2016,Missouri,0,0
142469,2016,Alaska,0,0
142470,2016,West Virginia,0,1
142471,2016,Connecticut,0,0
142472,2016,Indiana,0,1
142473,2016,Tennessee,0,1
142474,2016,Missouri,0,0
142475,2016,Louisiana,1,0
142476,2016,Ohio,1,0
142477,2016,Illinois,1,1
142478,2016,New York,0,0
142479,2016,Illinois,1,0
142480,2016,California,0,0
142481,2016,Virginia,2,0
142482,2016,California,0,1
142483,2016,California,0,0
142484,2016,Georgia,0,1
142485,2016,Illinois,0,1
142486,2016,Illinois,1,0
142487,2016,District of Columbia,0,1
142488,2016,Delaware,0,1
142489,2016,Georgia,0,0
142490,2016,Illinois,0,1
142491,2016,Maryland,0,2
142492,2016,Mississippi,0,2
142493,2016,Florida,0,0
142494,2016,New Jersey,0,0
142495,2016,New Jersey,0,0
142496,2016,Illinois,0,1
142497,2016,Iowa,1,0
142498,2016,Pennsylvania,0,1
142499,2016,North Carolina,0,0
142500,2016,Kentucky,1,0
142501,2016,Illinois,0,1
142502,2016,Missouri,0,2
142503,2016,Alabama,0,1
142504,2016,Illinois,0,1
142505,2016,Missouri,1,0
142506,2016,Illinois,0,1
142507,2016,Illinois,0,1
142508,2016,Illinois,0,1
142509,2016,Oklahoma,1,0
142510,2016,South Carolina,0,0
142511,2016,Illinois,0,2
142512,2016,Illinois,0,2
142513,2016,Georgia,1,0
142514,2016,Illinois,0,0
142515,2016,California,0,0
142516,2016,Indiana,2,0
142517,2016,North Carolina,0,1
142518,2016,Illinois,1,0
142519,2016,New Jersey,0,0
142520,2016,Ohio,0,1
142521,2016,Wyoming,0,0
142522,2016,Illinois,0,1
142523,2016,Florida,0,0
142524,2016,Maryland,0,1
142525,2016,Maryland,1,0
142526,2016,Tennessee,0,0
142527,2016,Illinois,1,0
142528,2016,Pennsylvania,0,1
142529,2016,Illinois,1,0
142530,2016,Texas,0,0
142531,2016,Florida,0,0
142532,2016,Alabama,0,1
142533,2016,Florida,0,1
142534,2016,Florida,1,0
142535,2016,Tennessee,0,1
142536,2016,Florida,0,0
142537,2016,Florida,0,0
142538,2016,Florida,1,0
142539,2016,Tennessee,2,0
142540,2016,North Carolina,0,0
142541,2016,Texas,0,0
142542,2016,Texas,0,0
142543,2016,Tennessee,0,1
142544,2016,New York,0,1
142545,2016,Maine,0,0
142546,2016,Arkansas,0,1
142547,2016,New Mexico,0,0
142548,2016,New Hampshire,0,0
142549,2016,Mississippi,0,1
142550,2016,Wisconsin,0,0
142551,2016,Massachusetts,0,0
142552,2016,California,1,0
142553,2016,Texas,0,1
142554,2016,Pennsylvania,0,1
142555,2016,New Jersey,0,0
142556,2016,Pennsylvania,0,0
142557,2016,Arizona,1,0
142558,2016,Texas,1,0
142559,2016,Colorado,0,2
142560,2016,Utah,0,1
142561,2016,Nebraska,0,1
142562,2016,California,0,2
142563,2016,California,0,1
142564,2016,Massachusetts,0,0
142565,2016,Illinois,0,1
142566,2016,Georgia,1,0
142567,2016,Rhode Island,0,0
142568,2016,Minnesota,1,0
142569,2016,California,0,0
142570,2016,Texas,0,0
142571,2016,Florida,0,0
142572,2016,Colorado,0,0
142573,2016,Illinois,1,0
142574,2016,Virginia,1,0
142575,2016,North Carolina,0,2
142576,2016,Maine,0,0
142577,2016,Oklahoma,1,0
142578,2016,Ohio,0,1
142579,2016,Indiana,0,2
142580,2016,South Carolina,0,2
142581,2016,Ohio,0,0
142582,2016,Texas,1,1
142583,2016,Pennsylvania,1,0
142584,2016,Louisiana,0,1
142585,2016,Ohio,0,1
142586,2016,North Carolina,0,1
142587,2016,North Carolina,0,0
142588,2016,Indiana,0,0
142589,2016,Florida,1,0
142590,2016,Kentucky,1,0
142591,2016,Utah,0,0
142592,2016,Michigan,0,0
142593,2016,Wisconsin,0,0
142594,2016,Minnesota,0,0
142595,2016,Wisconsin,0,0
142596,2016,Massachusetts,0,0
142597,2016,Wisconsin,0,1
142598,2016,Ohio,0,1
142599,2016,Pennsylvania,0,1
142600,2016,New Jersey,0,2
142601,2016,Louisiana,0,1
142602,2016,North Carolina,0,1
142603,2016,Pennsylvania,0,1
142604,2016,Arizona,0,0
142605,2016,Ohio,0,1
142606,2016,Minnesota,0,0
142607,2016,Texas,0,0
142608,2016,Virginia,0,1
142609,2016,Kansas,0,1
142610,2016,Texas,1,0
142611,2016,North Dakota,0,0
142612,2016,Florida,1,0
142613,2016,Illinois,0,1
142614,2016,Kansas,0,0
142615,2016,Ohio,0,1
142616,2016,Illinois,0,1
142617,2016,Louisiana,0,1
142618,2016,Illinois,1,0
142619,2016,Louisiana,1,0
142620,2016,Pennsylvania,0,1
142621,2016,Wyoming,0,0
142622,2016,Tennessee,1,0
142623,2016,Louisiana,0,1
142624,2016,Maryland,0,1
142625,2016,Georgia,0,1
142626,2016,Massachusetts,0,1
142627,2016,Arizona,0,1
142628,2016,Texas,0,0
142629,2016,Florida,0,0
142630,2016,Louisiana,0,0
142631,2016,Louisiana,0,0
142632,2016,Washington,0,0
142633,2016,Ohio,0,3
142634,2016,Ohio,0,1
142635,2016,Alabama,0,0
142636,2016,Michigan,0,0
142637,2016,Texas,1,0
142638,2016,Virginia,1,0
142639,2016,South Carolina,0,0
142640,2016,Rhode Island,0,1
142641,2016,Massachusetts,0,1
142642,2016,New York,0,0
142643,2016,Virginia,1,0
142644,2016,Indiana,0,0
142645,2016,Maryland,1,0
142646,2016,Kentucky,1,2
142647,2016,Montana,0,0
142648,2016,Montana,0,0
142649,2016,North Dakota,0,1
142650,2016,Florida,0,0
142651,2016,Arkansas,0,1
142652,2016,Massachusetts,0,0
142653,2016,Colorado,0,1
142654,2016,Texas,0,1
142655,2016,Connecticut,0,1
142656,2016,Massachusetts,0,1
142657,2016,New York,0,1
142658,2016,Indiana,1,0
142659,2016,Texas,0,0
142660,2016,Massachusetts,0,0
142661,2016,Missouri,1,1
142662,2016,Illinois,0,1
142663,2016,New York,0,1
142664,2016,Nebraska,0,0
142665,2016,Maryland,0,1
142666,2016,Maryland,0,1
142667,2016,Virginia,0,1
142668,2016,Indiana,1,0
142669,2016,New Jersey,1,0
142670,2016,Connecticut,0,0
142671,2016,Texas,0,0
142672,2016,Ohio,0,1
142673,2016,Texas,0,0
142674,2016,Texas,0,0
142675,2016,Louisiana,2,0
142676,2016,Florida,0,1
142677,2016,Florida,1,0
142678,2016,Ohio,0,1
142679,2016,Texas,0,2
142680,2016,Florida,0,0
142681,2016,Illinois,0,1
142682,2016,Kentucky,1,0
142683,2016,Maryland,1,0
142684,2016,Michigan,0,0
142685,2016,Florida,0,0
142686,2016,California,0,0
142687,2016,Florida,0,2
142688,2016,Louisiana,0,0
142689,2016,California,0,1
142690,2016,Georgia,0,0
142691,2016,Illinois,0,0
142692,2016,Illinois,0,0
142693,2016,Alaska,0,0
142694,2016,Alaska,0,0
142695,2016,Illinois,0,0
142696,2016,Massachusetts,0,0
142697,2016,Missouri,0,1
142698,2016,Montana,1,0
142699,2016,Oregon,0,1
142700,2016,Colorado,0,0
142701,2016,California,1,0
142702,2016,Tennessee,0,1
142703,2016,California,0,0
142704,2016,Virginia,0,1
142705,2016,California,0,0
142706,2016,Virginia,0,0
142707,2016,California,0,1
142708,2016,New Jersey,0,1
142709,2016,Iowa,0,0
142710,2016,North Carolina,1,0
142711,2016,Texas,0,1
142712,2016,North Carolina,1,0
142713,2016,Wisconsin,0,1
142714,2016,California,2,0
142715,2016,Texas,0,0
142716,2016,Nevada,0,1
142717,2016,Texas,0,1
142718,2016,North Carolina,0,1
142719,2016,Massachusetts,1,0
142720,2016,Indiana,0,1
142721,2016,North Carolina,1,0
142722,2016,Texas,1,1
142723,2016,California,0,0
142724,2016,Louisiana,0,1
142725,2016,South Carolina,0,0
142726,2016,Illinois,0,1
142727,2016,South Carolina,0,0
142728,2016,Ohio,0,0
142729,2016,Georgia,0,1
142730,2016,Alabama,0,0
142731,2016,Texas,0,0
142732,2016,California,1,0
142733,2016,South Carolina,1,0
142734,2016,California,0,0
142735,2016,Massachusetts,0,0
142736,2016,Texas,0,1
142737,2016,Pennsylvania,0,0
142738,2016,California,0,1
142739,2016,California,0,1
142740,2016,Illinois,1,0
142741,2016,Wisconsin,0,1
142742,2016,Michigan,1,0
142743,2016,District of Columbia,0,0
142744,2016,North Carolina,0,0
142745,2016,New Mexico,0,0
