State,Year,Gini-Indx,PopDens,Pov.%,GnLwRnk (Low is strict),Pop.,StateSqMi,AllVlntCrm,AllMrdr,GunHom.Rate100k,RapeRvsd,RapeLgcy,Robbery,AggvtdAsslt,MassShoot,MassShoot100k,MasShootY,FirearmSuic,AllSuic,House%OwnGuns,PolicKilledGun,PoliceKilledGun100k,NumOfPoliceOfficers,PoliceOfficers100k,GunRnkCATO,GunRnkEvryTwn,GunRnkAVG,PrcntBlck,PrcntHispORLat,PrtyRepub.,PrtyDemoc.,AlchlPerCap,MntlHlthRnk,PrcntHSchl,PrcntBchlr,RdntHntLic,RdntHntLic100k,GunShow100k,PrcntPopVet,PrcntPopUrbn,PrcntEvang.,CntryV.Rck,B5E,B5A,B5C,B5N,B5O,IATScore,UnHyphAm.,PrcntUnHyphAm.,PrcntConsrv,FxNwsCnsmp.,HnrCultr,CensS,CensNE,CensMW,CensW,MnMrdrWmn
Alabama,2016,0.485,95.83990225,16.2,37,4863300,50744,532.3,8.4,9.34,39.4,28.5,96.4,388.2,15,0.3084325458,1,11.31,16.2,69.81,0,0,8663.666667,178.1437844,9,16,12.5,26.37,3.97,52,35,1.993333333,31,83.70,23.07,567703,11673.20544,0.78,9,59.04,49,7,55.5,52.7,55.5,48.7,42.7,0.439,674196,13.86293258,44.7,8,1,1,0,0,0,1.124
Alaska,2016,0.408,1.2971286,12.6,44,741894,571951,804.2,7,6.07,141.9,102,114.6,540.6,0,0,0,15.23,26.01,58.55,1,0.1347901452,1285,173.2053366,4,5,4.5,3.47,6.20,39,32,2.793333333,9,91.83,27.73,320848,43247.14851,0.33,10,66.02,22,5,50,50,50,50,50,0.382,27706,3.734495764,43.1,1,0,0,0,0,1,2.767
Arizona,2016,0.471,60.99415673,16.1,47,6931071,113635,470.1,5.5,4.37,47.5,35.4,101.8,315.4,4,0.05771113873,1,10.89,18.34,59.38,2,0.02885556936,12475,179.9866139,3,13,8,4.20,30.10,40,39,2.353333333,50,85.87,27.17,408602,5895.221676,1.2,8,89.81,26,5,50.6,46.6,58.4,38.1,54.7,0.398,319017,4.602708586,36,5,1,0,0,0,1,1.310
Arkansas,2016,0.472,57.39125759,16,38,2988248,52068,550.9,7.2,6.09,71.7,51.7,70.9,401,3,0.1003932739,1,11.08,18.57,59.67,1,0.03346442464,5890,197.1054611,32,22,27,15.50,6.73,46,38,1.81,41,84.27,20.60,395700,13241.87283,1.42,8,56.16,46,7,49.9,52.7,41,56.2,40.3,0.411,320628,10.72963154,45.2,7,1,1,0,0,0,1.367
California,2016,0.49,251.6688168,13.9,1,39250017,155959,445.3,4.9,3.74,34.9,25.9,139.6,265.9,47,0.1197451711,1,4.06,10.94,37.11,6,0.01528661758,77168,196.6062843,49,46,47.5,5.93,38.17,30,49,2.303333333,23,81.50,31.03,1014445,2584.572129,0.37,5,94.95,20,1,51.4,49,43.2,39.1,65,0.392,941696,2.399224439,30.8,3,1,0,0,0,1,0.970
Colorado,2016,0.459,53.41931969,8.5,14,5540545,103718,342.6,3.7,2.91,64.2,47.3,63.7,211.1,4,0.07219506384,1,11.06,21.08,52.47,2,0.03609753192,11431.33333,206.32146,13,29,21,4.00,20.93,41,42,2.78,19,90.43,37.53,439560,7933.515566,1.64,8,86.15,26,4,45.3,47.5,58.8,34.3,57.9,0.358,241752,4.363325269,36.9,4,1,0,0,0,1,1.090
Connecticut,2016,0.495,738.1737874,9.8,2,3576452,4845,227.1,2.2,1.54,21.3,15.7,75.6,128,6,0.1677640298,1,3.08,11.1,27.75,0,0,8356.333333,233.6486924,43,45,44,10.20,14.30,32,50,2.38,3,89.53,37.03,126934,3549.159894,0.37,6,87.99,13,1,57.6,38.6,34.2,53.4,53.9,0.416,104980,2.935311309,27.4,4,0,0,1,0,0,0.870
Delaware,2016,0.452,487.2389969,11.6,11,952065,1954,508.8,5.9,4.62,32.4,23.2,142.7,327.8,2,0.2100696906,1,6.83,12.5,54.64,0,0,2257.333333,237.0986575,41,39,40,21.57,8.57,29,55,3.62,16,88.03,29.43,51268,5384.926449,0.81,9,83.3,15,1,47,38.8,36.5,62.4,42.7,0.445,39346,4.132701024,32.3,1,1,0,1,0,0,0.967
Florida,2016,0.485,382.2285497,13,26,20612439,53927,430.3,5.4,4.81,36.9,26.8,97.9,290.2,30,0.1455431839,1,8.11,15.25,53.18,0,0,38229,185.4656792,38,16,27,16.07,23.30,37,44,2.636666667,25,86.50,26.83,337794,1638.787142,1.19,8,91.16,24,2,60.9,50.7,62.7,40.8,61,0.438,1462965,7.097486134,36.8,6,1,1,0,0,0,1.124
Georgia,2016,0.481,178.0535868,15.4,29,10310371,57906,397.6,6.6,6.33,34,24.5,118.4,238.5,17,0.1648825246,1,8.45,13.67,61.81,7,0.06789280425,20356.33333,197.4355077,7,10,8.5,30.83,9.03,41,41,1.96,18,85.03,28.37,1299513,12603.94025,1.17,8,75.07,38,6,63.2,60,68.8,38,56.9,0.437,1074799,10.42444544,41.8,7,1,1,0,0,0,1.383
Hawaii,2016,0.442,222.4127355,9.3,7,1428557,6423,309.2,2.5,1.54,43.3,31.3,69.6,193.8,0,0,0,2.59,12.18,21.26,0,0,2943.666667,206.0587479,50,50,50,1.90,9.60,28,51,2.573333333,22,90.70,30.47,11554,808.7881688,0,9,91.93,25,1,50,50,50,50,50,0.369,13753,0.9627197235,27.2,1,0,0,0,0,1,0.570
Idaho,2016,0.45,20.34079785,11.1,46,1683140,82747,230.3,2.9,0.89,42.7,31.4,12.7,172,0,0,0,12.77,20.85,61.25,0,0,2732.666667,162.3552804,18,3,10.5,0.60,11.63,49,32,2.83,45,89.13,25.47,858462,51003.60041,1.62,8,70.58,21,6,40.7,52.9,44.5,44.2,44.7,0.356,150580,8.946374039,47.5,1,1,0,0,0,1,0.777
Illinois,2016,0.481,230.3097834,12.1,8,12801539,55584,436.3,8.2,7.37,38.3,28.4,139.3,250.5,42,0.3280855528,1,3.95,11.05,35.75,0,0,15691,122.5712002,45,49,47,14.37,16.27,33,48,2.336666667,12,87.60,31.87,1434829,11208.25395,0.85,6,88.49,20,2,62.5,48.3,50.9,51.2,55.2,0.415,596639,4.660681813,32.4,4,0,0,0,1,0,0.273
Indiana,2016,0.453,184.9347032,11.8,24,6633053,35867,404.7,6.6,5.55,37.7,27.9,110.5,249.9,8,0.1206081121,1,8.91,15.59,57.15,1,0.01507601402,7995.333333,120.5377574,17,21,19,9.13,6.30,42,37,2.09,44,87.53,23.63,408435,6157.571785,1.37,7,72.44,31,6,48.9,50.2,56.2,59.3,44.9,0.409,704473,10.62064482,41.1,6,0,0,0,1,0,1.113
Iowa,2016,0.445,56.10791315,9.8,16,3134693,55869,290.6,2.3,1.56,39.8,29.4,36.6,212,0,0,0,7.27,14.39,50.52,2,0.06380210119,5073.666667,161.855297,40,20,30,3.10,5.27,41,40,2.356666667,8,91.27,26.27,545908,17415.03873,2.34,8,64.02,28,7,62.8,56.6,52.2,49.1,33.7,0.392,185253,5.909765326,40.1,5,0,0,0,1,0,0.810
Kansas,2016,0.455,35.53491414,11.2,48,2907289,81815,380.4,3.8,3.89,45.1,33.4,57.5,274,5,0.1719815264,1,8.84,17.68,50.00,2,0.06879261057,6280.666667,216.0317281,15,12,13.5,5.77,10.97,46,31,1.9,15,90.00,30.67,363793,12513.13509,1.4,8,74.2,31,7,45.5,48.9,50.8,49,40.1,0.397,217907,7.495195696,41.7,6,0,0,0,1,0,1.283
Kentucky,2016,0.481,111.6837998,15.2,42,4436974,39728,232.3,5.9,5.27,37,26.5,75.9,113.5,2,0.0450757656,1,11.16,17.04,65.49,0,0,6838,154.1140426,8,15,11.5,7.87,3.20,44,43,1.9,21,83.57,21.87,520032,11720.42027,0.92,8,58.38,49,7,53.4,48.1,51.3,62.5,43,0.408,890180,20.06277251,40.9,7,1,1,0,0,0,1.440
Louisiana,2016,0.499,107.4713282,20.2,43,4681666,43562,566.1,11.8,11.24,38.8,28.4,119.1,396.4,13,0.2776789288,1,9.4,14.46,65.01,4,0.08543967041,9127.666667,194.9662079,37,22,29.5,32.07,4.57,41,43,2.583333333,43,82.93,22.13,624691,13343.34829,1.03,7,73.19,27,4,52.2,49.7,45,60.4,53.7,0.449,437042,9.335181109,44.1,6,1,1,0,0,0,2.120
Maine,2016,0.452,43.14299138,12.7,36,1331479,30862,123.8,1.5,0.9266666667,30.9,22.5,20,71.3,0,0,0,8.41,16.97,49.56,0,0,2269.333333,170.4370353,16,18,17,1.10,1.43,36,47,2.723333333,17,91.33,28.43,224221,16839.99522,0.8,10,38.66,14,3,44.2,32.8,24,71,50.8,0.374,102182,7.674323065,32.6,1,0,0,1,0,0,0.883
Maryland,2016,0.45,615.5562717,7.1,5,6016447,9774,472,8,7.25,29.2,21,171,263.8,11,0.1828321599,1,4.17,9.74,42.81,2,0.03324221089,16861.33333,280.2539993,44,41,42.5,29.47,8.77,31,55,2.153333333,13,89.03,37.33,103993,1728.478619,0.7,7,87.2,18,2,35.2,37.3,37.5,49.4,56.6,0.413,259963,4.320872435,31.8,5,1,1,0,0,0,1.107
Massachusetts,2016,0.479,868.8493622,9.6,4,6811779,7840,376.9,2,1.31,31.2,23.4,78.8,265,3,0.04404135836,1,2.06,9.26,22.25,1,0.01468045279,16656.66667,244.5274086,47,48,47.5,7.00,10.23,27,56,2.543333333,2,89.57,39.97,238539,3501.860527,0.28,6,91.97,9,1,44.4,40.7,32.2,63.8,59.6,0.396,236898,3.477769904,27.4,4,0,0,1,0,0,0.557
Michigan,2016,0.47,174.7817055,11.1,16,9928300,56804,459,6,4.85,71.8,51.5,71.7,309.5,11,0.1107943958,1,7.22,13.74,52.55,4,0.04028887121,16977.66667,171.0027564,36,29,32.5,14.00,4.60,34,47,2.266666667,32,89.27,26.40,1847080,18604.19206,0.98,7,74.57,25,4,55.2,54.7,53,48.6,43.4,0.402,518052,5.217932577,34.6,5,0,0,0,1,0,1.330
Minnesota,2016,0.45,69.33741992,8.7,12,5519952,79610,242.6,1.8,1.5,42.5,31.4,67.5,130.7,5,0.0905804978,1,6.01,13.5,44.52,0,0,8944.333333,162.0364332,39,44,41.5,5.37,4.90,39,46,2.75,1,92.27,33.17,1443705,26154.30352,1.5,7,73.27,19,6,52.9,61.6,52.5,43.4,38.5,0.392,171010,3.098034186,36.2,5,0,0,0,1,0,0.877
Mississippi,2016,0.483,63.71599122,21.1,50,2988726,46907,280.5,8,9.44,42.7,30.3,80.2,149.6,6,0.2007544352,1,8.97,12.81,70.02,1,0.03345907253,2614,87.46201559,24,1,12.5,37.30,2.80,44,42,2.236666667,35,81.90,20.40,340995,11409.37644,1.27,7,49.35,41,7,56.8,63.3,59.7,52,46.2,0.456,327110,10.94479721,47.9,9,1,1,0,0,0,1.080
Missouri,2016,0.465,88.45048341,13,48,6093000,68886,519.4,8.8,7.62,41.9,30.9,107.8,360.8,10,0.1641227638,1,10.67,18.6,57.37,1,0.01641227638,14401.66667,236.3641337,29,6,17.5,11.50,3.80,41,42,2.453333333,30,88.00,26.67,1751259,28742.14673,1.29,8,70.44,36,6,62.9,59.3,60.8,48.3,45.7,0.415,592992,9.732348597,42.9,6,0,0,0,1,0,1.273
Montana,2016,0.467,7.162526108,11.7,38,1042520,145552,368.3,3.5,1.73,55.4,39.7,25.5,283.9,0,0,0,15.54,25.61,60.68,0,0,1657.333333,158.9737687,23,7,15,0.47,3.20,49,30,3.076666667,34,92.43,29.10,846534,81200.74435,4.89,10,55.89,28,7,33.1,52.3,56.1,43,55,0.357,69488,6.665387714,45.2,1,1,0,0,0,1,0.850
Nebraska,2016,0.448,24.80898116,9.6,20,1907116,76872,291,2.6,2.36,52.1,38.7,49.6,186.7,0,0,0,6.08,12.9,47.13,0,0,3621,189.8678423,34,18,26,4.67,9.70,47,36,2.29,20,90.57,28.93,335101,17571.08639,1.87,8,73.13,25,7,60,62.9,64.3,41.6,34.3,0.399,74139,3.887492947,41.7,6,0,0,0,1,0,0.813
Nevada,2016,0.458,26.7701455,10.1,18,2940058,109826,678.1,7.6,5.07,58.9,43.9,215.6,395.9,3,0.1020388033,1,11.36,22.11,51.38,0,0,5719.666667,194.5426473,22,43,32.5,8.30,27.20,37,46,3.326666667,49,84.87,22.63,121417,4129.748461,2.41,8,94.2,20,1,46.4,31.8,55.8,44,61.3,0.404,107699,3.663159026,35.7,2,1,0,0,0,1,2.073
New Hampshire,2016,0.43,148.8397636,6.4,23,1334795,8968,197.6,1.3,0.3,43.6,31.7,32,120.7,0,0,0,9.21,18.28,50.38,0,0,2609,195.4607262,5,3,4,1.23,3.07,35,46,4.65,11,92.03,34.33,188003,14084.78455,0.76,9,60.3,13,1,40.2,53.5,38,61.8,48.7,0.396,65400,4.899628782,36.9,1,0,0,1,0,0,0.647
New Jersey,2016,0.481,1205.941621,9.4,3,8944469,7417,245,4.2,3.32,16.2,12.2,100.4,124.2,9,0.1006208418,1,1.97,7.68,25.65,0,0,28133.33333,314.533298,46,41,43.5,13.53,18.60,30,51,2.36,6,88.37,36.33,286986,3208.530322,0.14,5,94.68,13,1,59.9,44.6,40.8,56.4,57.6,0.437,302160,3.378177061,29.6,4,0,0,1,0,0,0.957
New Mexico,2016,0.477,17.14801905,17.8,29,2081015,121356,702.5,6.7,5.43,73.3,53.7,131.5,491,4,0.1922138956,1,11.68,22.63,51.61,2,0.09610694781,1557,74.81925887,28,13,20.5,2.03,47.03,37,48,2.34,36,83.93,26.07,212572,10214.82306,1.5,8,77.43,23,4,32.4,45.4,58.5,51.6,62,0.341,80953,3.890072873,37.1,1,1,0,0,0,1,1.743
New York,2016,0.513,418.2083492,11.9,5,19745289,47214,376.2,3.2,1.98,31.7,23.1,113,228.3,15,0.07596748774,1,2.48,8.5,29.18,1,0.005064499183,59239.66667,300.0192434,42,47,44.5,15.60,18.17,28,53,2.19,10,85.40,33.70,1023639,5184.218879,0.39,5,87.87,10,1,47,29.8,37.7,62.7,64.5,0.411,783452,3.967792014,29.3,4,0,0,1,0,0,0.703
North Carolina,2016,0.478,208.3058857,13.6,23,10146788,48711,372.2,6.7,5.5,28.1,20.6,92,245.5,9,0.08869801951,1,7.77,13.53,57.43,1,0.009855335501,23671,233.2856466,33,24,28.5,21.47,8.67,41,43,2.063333333,27,85.37,27.83,336394,3315.275731,1.03,8,66.09,35,6,51,63.6,68.4,44.8,49.6,0.425,1123757,11.07500226,40,6,1,1,0,0,0,1.040
North Dakota,2016,0.453,10.98863373,11.1,29,757952,68976,251.1,2,1.32,45.1,33.8,23.9,180.1,0,0,0,9.9,18.47,53.60,1,0.1319344761,1587.333333,209.4239917,12,10,11,1.47,2.60,50,33,3.346666667,7,91.30,27.40,396428,52302.52048,1.57,8,59.9,22,8,52.4,52.4,51.4,49.6,21.8,0.391,21438,2.828411298,42.9,1,0,0,0,1,0,0.557
Ohio,2016,0.468,283.6371251,13.7,21,11614373,40948,300.3,5.6,4.8,48.1,35.7,107.8,138.7,11,0.09471023533,1,7.97,14.7,54.22,2,0.01722004279,12006.33333,103.3747869,30,27,28.5,12.17,3.30,42,40,2.033333333,24,88.80,25.63,995674,8572.774441,0.75,7,77.92,29,5,54.6,45.9,46.5,58.5,46,0.421,924887,7.963296856,37.9,6,0,0,0,1,0,0.883
Oklahoma,2016,0.465,57.13896049,14.6,27,3923561,68667,449.8,6.2,6.07,52,38.5,80.6,311,1,0.02548705118,1,13.18,20.95,62.91,0,0,7418.333333,189.0714413,27,24,25.5,7.23,9.37,45,40,1.91,26,86.67,23.80,293678,7484.986215,1.44,9,66.24,47,6,39.7,54.3,54.7,52.1,42.2,0.399,356894,9.096175642,45,7,1,1,0,0,0,1.653
Oregon,2016,0.458,42.64159297,11.8,15,4093465,95997,264.6,2.8,1.91,42,30.8,55.6,164.1,2,0.04885836327,1,10.11,18.86,53.61,1,0.02442918163,6284.333333,153.5211205,26,36,31,1.80,12.10,42,47,2.683333333,51,89.57,30.20,1207181,29490.44391,2.59,9,81.03,29,2,30.9,59.1,45.8,39.5,58.8,0.343,190195,4.646308201,33.6,2,1,0,0,0,1,0.900
Pennsylvania,2016,0.469,285.2539661,11.1,13,12784227,44817,316.4,5.2,4.21,34.7,25.3,96.4,180.1,10,0.07822138953,1,7.63,15.41,49.51,2,0.01564427791,25138,196.632929,20,36,28,10.93,6.13,39,46,2.333333333,14,88.97,28.07,2559162,20018.12077,1.15,7,78.66,19,3,54.6,42.8,52.4,61.4,49.6,0.417,597679,4.675128187,37.1,5,0,0,1,0,0,1.193
Rhode Island,2016,0.478,1010.933971,11.4,9,1056426,1045,238.9,2.7,1.23,41.8,31,51.1,143.2,0,0,0,3.31,11.93,27.75,0,0,2457.333333,232.6081839,48,35,41.5,6.37,13.27,30,48,2.49,48,85.60,31.53,7469,707.0064538,0.61,7,90.73,14,1,43.3,35.2,48.5,61.9,59.4,0.404,24703,2.338355928,33.8,1,0,0,1,0,0,0.920
South Carolina,2016,0.474,164.7664895,14.1,29,4961119,30110,501.8,7.4,6.75,48.1,34.5,81.3,365,5,0.1007837143,1,10.58,16.43,64.39,1,0.02015674286,10847.66667,218.6536277,25,24,24.5,27.60,5.27,43,39,2.28,38,85.03,25.40,376666,7592.359708,0.73,9,66.33,35,6,60,55.4,69.6,45.7,55.3,0.454,580148,11.69389406,45.1,7,1,1,0,0,0,1.960
South Dakota,2016,0.45,11.40480991,14.5,40,865454,75885,418.4,3.1,1.62,58.8,43.8,31.4,325,0,0,0,9.71,18.83,51.57,0,0,1566.333333,180.9840076,6,9,7.5,1.50,3.17,53,37,2.776666667,5,90.67,26.63,281236,32495.77678,2.74,9,56.65,25,8,58.7,56.7,55.8,36.1,41.9,0.382,29936,3.458993777,42.7,1,0,0,0,1,0,1.023
Tennessee,2016,0.479,161.3701628,14.9,27,6651194,41217,632.9,7.3,6.53,40.8,29.9,117.5,467.3,12,0.1804187338,1,10.15,16.7,60.78,2,0.03006978897,16660.66667,250.4913654,10,39,24.5,16.80,4.80,48,36,2.023333333,40,84.93,24.37,744567,11194.48628,1.36,8,66.39,52,7,51.3,66.6,62,49,50.1,0.421,1049247,15.77531794,44.9,7,1,1,0,0,0,1.777
Texas,2016,0.48,106.4282478,13.8,34,27862596,261797,434.4,5.3,4.39,48,35.4,119.6,261.6,31,0.1112602717,1,7.24,12.52,57.83,7,0.02512328715,43340.66667,155.5514306,31,27,29,11.87,38.17,39,40,2.253333333,33,81.57,27.13,1537950,5519.765638,1.08,6,84.7,31,6,55.2,52.3,54.4,44.3,52.7,0.416,1344394,4.825085215,40.5,6,1,1,0,0,0,1.453
Utah,2016,0.426,37.14473364,8.6,29,3051217,82144,242.8,2.4,1.57,49.8,36.6,50.5,140.1,0,0,0,10.13,20.32,49.85,1,0.03277380796,4326.666667,141.8013424,21,33,27,1.10,13.27,54,30,1.37,46,91.03,30.67,348648,11426.5226,0.43,5,90.58,7,6,55.8,69.4,54.5,30.4,47.7,0.365,166961,5.471947751,46.9,4,1,0,0,0,1,0.753
Vermont,2016,0.454,67.52367568,9.6,41,624594,9250,158.3,2.2,0.5866666667,28.5,19.9,17,110.6,0,0,0,11.05,18.89,58.50,0,0,1167,186.8413722,1,8,4.5,1.03,1.63,29,57,3.043333333,4,91.60,35.33,162806,26065.8924,0.51,8,38.9,11,4,26.5,60,38.2,55.8,54.2,0.384,45848,7.340448355,26.8,1,0,0,1,0,0,0.943
Virginia,2016,0.471,212.4515836,11.4,21,8411808,39594,217.6,5.8,4.2,32.5,23.4,57.1,122.2,11,0.1307685577,1,7.98,13.86,57.58,2,0.0237761014,18794.33333,223.4279876,11,32,21.5,19.30,8.37,43,39,2.11,42,87.90,35.77,799238,9501.381867,0.93,10,75.45,30,6,48.5,47.4,45.3,44.7,57.1,0.417,863822,10.26915973,37,5,1,1,0,0,0,1.207
Washington,2016,0.459,109.3571814,11,10,7288000,66644,302.2,2.7,2,42.2,31,77.5,179.7,8,0.1097694841,1,7.07,15.66,45.15,1,0.01372118551,10331,141.7535675,19,36,27.5,3.60,11.73,33,44,2.25,47,90.20,32.37,664818,9122.091109,0.74,9,84.05,25,4,30.6,55.8,45,36.9,56.6,0.365,305537,4.192329857,34.3,4,1,0,0,0,1,0.910
West Virginia,2016,0.471,76.0487582,18,34,1831102,24078,358.1,4.4,4.26,35.9,25.6,39.3,278.5,1,0.05461192222,1,13,19.77,65.76,0,0,3670,200.4257545,14,29,21.5,3.23,1.33,43,41,1.763333333,39,84.43,18.73,574973,31400.38075,2.48,9,48.72,39,2,38.5,51.8,42.6,79.2,36.8,0.414,233814,12.76903198,41.6,5,1,1,0,0,0,1.140
Wisconsin,2016,0.45,106.4022832,10.7,19,5778708,54310,305.9,4,3.25,34.2,25.2,81.4,186.3,2,0.03460981244,1,7.87,14.99,52.50,1,0.01730490622,12684,219.4954305,35,35,35,6.23,6.20,42,42,2.98,37,90.73,27.33,2789770,48276.70822,1.88,7,70.15,22,6,69.8,57.8,47.6,48.6,35.7,0.395,191028,3.305721625,39.4,4,0,0,0,1,0,0.967
Wyoming,2016,0.436,6.029876416,10.9,45,585501,97100,244.2,3.4,1.88,35,25.6,10.1,195.7,0,0,0,14.86,24.59,60.43,0,0,1407,240.3070191,2,1,1.5,1.00,9.40,57,25,2.706666667,29,92.33,25.17,169575,28962.37581,5.62,9,64.76,27,6,46,40.7,42.4,46.1,42.4,0.348,47854,8.173171352,51.4,1,1,0,0,0,1,0.700
Alabama,2015,0.481,95.65416601,16.3,36,4853875,50744,473,7.2,8.05,42,29.9,95,328.8,4,0.08240838505,1,10.87,15.44,70.40,0,0,8801,181.3190492,9,16,12.5,26.4,4,52,35,2,39,84.3,23.5,563503,11609.34305,0.78,9,59.04,49,7,55.5,52.7,55.5,48.7,42.7,0.439,674196,13.88985089,44.7,8,1,1,0,0,0,1.144
Alaska,2015,0.432,1.28981154,9.2,46,737709,571951,730.8,8,5.69,122,87.8,103.2,497.6,0,0,0,16.66,27.22,61.20,0,0,1285,174.187925,4,5,4.5,3.4,6.5,39,32,2.84,31,92.1,28,271067,36744.43446,0.33,10,66.02,22,5,50,50,50,50,50,0.382,27706,3.755681441,43.1,1,0,0,0,0,1,2.86
Arizona,2015,0.47,59.99529194,17.2,47,6817565,113635,410.2,4.5,3.46,45.6,33.3,93.3,266.9,6,0.08800796179,1,10.35,18.69,55.38,1,0.01466799363,12807,187.8529944,3,13,8,4.2,30.3,40,39,2.34,51,86,27.5,386069,5662.857633,1.2,8,89.81,26,5,50.6,46.6,58.4,38.1,54.7,0.398,319017,4.679339324,36,5,1,0,0,0,1,1.22
Arkansas,2015,0.477,57.19161481,16.1,37,2977853,52068,529.5,6.3,5.2,67.4,47.9,71.1,384.7,2,0.0671624825,1,11.48,19.37,59.27,1,0.03358124125,5860,196.7860737,32,22,27,15.5,6.9,46,38,1.83,43,84.8,21.1,380399,12774.27059,1.42,8,56.16,46,7,49.9,52.7,41,56.2,40.3,0.411,320628,10.76708622,45.2,7,1,1,0,0,0,1.78
California,2015,0.488,250.026866,13.9,1,38993940,155959,428,4.8,3.57,32.9,24,135.6,254.8,27,0.0692415283,1,3.98,10.65,37.37,4,0.01025800419,77402,198.4975101,49,46,47.5,5.9,38.4,30,49,2.27,29,81.8,31.4,830070,2128.715385,0.37,5,94.95,20,1,51.4,49,43.2,39.1,65,0.392,941696,2.414980379,30.8,3,1,0,0,0,1,1.03
Colorado,2015,0.458,52.5349409,9.9,16,5448819,103718,318.4,3.2,2.51,61.1,44.4,60.8,193.3,3,0.05505780243,1,9.91,20.03,49.48,1,0.01835260081,11835,217.2030306,13,29,21,4,21.1,41,42,2.77,28,90.7,38.1,425043,7800.644507,1.64,8,86.15,26,4,45.3,47.5,58.8,34.3,57.9,0.358,241752,4.436777951,36.9,4,1,0,0,0,1,1.11
Connecticut,2015,0.492,739.8823529,9.1,3,3584730,4845,221.4,3.2,2.23,22.3,16.3,81.6,114.3,2,0.0557922075,1,2.9,10.69,27.13,0,0,7918,220.8813495,43,45,44,10.3,14.7,32,50,2.41,11,89.9,37.6,124281,3466.95567,0.37,6,87.99,13,1,57.6,38.6,34.2,53.4,53.9,0.416,104980,2.928532972,27.4,4,0,0,1,0,0,0.82
Delaware,2015,0.452,483.1504606,11.1,10,944076,1954,504.2,6.6,5.6,38.2,27.2,131.3,328,1,0.1059236756,1,5.81,12.9,45.04,0,0,2239,237.1631097,41,39,40,21.6,8.7,29,55,3.68,5,88.4,30,50036,5299.997034,0.81,9,83.3,15,1,47,38.8,36.5,62.4,42.7,0.445,39346,4.167672942,32.3,1,1,0,1,0,0,1.23
Florida,2015,0.487,375.413318,16.2,28,20244914,53927,462.5,5.1,4.34,37.3,26.7,104.4,315.6,25,0.1234878054,1,8.04,15.81,50.85,1,0.004939512215,36287,179.2400798,38,16,27,16.1,23.7,37,44,2.6,26,86.9,27.3,364629,1801.0894,1.19,8,91.16,24,2,60.9,50.7,62.7,40.8,61,0.438,1462965,7.226333488,36.8,6,1,1,0,0,0,1.144
Georgia,2015,0.48,176.1371533,18.1,28,10199398,57906,381.3,6.1,5.72,31.9,23,123,220.3,20,0.1960900045,1,8.06,12.89,62.53,1,0.009804500226,19690,193.0506095,7,10,8.5,30.9,9.1,41,41,1.95,32,85.4,28.8,913539,8956.793332,1.17,8,75.07,38,6,63.2,60,68.8,38,56.9,0.437,1074799,10.53786704,41.8,7,1,1,0,0,0,1.38
Hawaii,2015,0.435,221.8833878,10.9,7,1425157,6423,247.7,2,0,37.8,26.8,76.1,131.8,0,0,0,3.07,14.04,21.87,0,0,2939,206.2228933,50,50,50,2,9.9,28,51,2.59,13,91,30.8,10951,768.4065685,0,9,91.93,25,1,50,50,50,50,50,0.369,13753,0.9650164859,27.2,1,0,0,0,0,1,0.99
Idaho,2015,0.453,19.97447642,12.3,44,1652828,82747,217.4,1.9,1.33,42.5,30.7,11.6,161.4,0,0,0,12.99,21.69,59.89,1,0.06050236322,2766,167.3495367,18,3,10.5,0.6,11.8,49,32,2.86,42,89.5,25.9,918388,55564.64436,1.62,8,70.58,21,6,40.7,52.9,44.5,44.2,44.7,0.356,150580,9.110445854,47.5,1,1,0,0,0,1,0.85
Illinois,2015,0.482,230.9845819,10.9,8,12839047,55584,387.5,5.9,5.38,38.4,28.1,117.3,226,25,0.1947185021,1,3.85,10.6,36.32,1,0.007788740083,13295,103.5512994,45,49,47,14.3,16.5,33,48,2.36,16,87.9,32.3,1310395,10206.32606,0.85,6,88.49,20,2,62.5,48.3,50.9,51.2,55.2,0.415,596639,4.647066095,32.4,4,0,0,0,1,0,0.34
Indiana,2015,0.452,184.3691416,13.5,23,6612768,35867,383.7,5.6,4.44,36.1,26.6,107.1,234.9,10,0.1512226045,1,7.81,14.5,53.86,0,0,8169,123.5337456,17,21,19,9.2,6.4,42,37,2.13,34,87.8,24.1,402951,6093.529971,1.37,7,72.44,31,6,48.9,50.2,56.2,59.3,44.9,0.409,704473,10.65322419,41.1,6,0,0,0,1,0,1.01
Iowa,2015,0.439,55.88066728,10.4,17,3121997,55869,276.1,2.3,1.5,38.6,28.1,33.6,201.5,2,0.0640615606,1,6.18,13.86,44.59,0,0,5183,166.0155343,40,20,30,3.2,5.4,41,40,2.39,12,91.5,26.7,766883,24563.86089,2.34,8,64.02,28,7,62.8,56.6,52.2,49.1,33.7,0.392,185253,5.933798143,40.1,5,0,0,0,1,0,1.02
Kansas,2015,0.46,35.52797164,14.2,50,2906721,81815,395,4.3,3.26,57.9,42.2,62.7,270.1,1,0.03440302664,1,7.69,16.38,46.95,0,0,5864,201.7393482,15,12,13.5,5.8,11.2,46,31,1.9,19,90.2,31,359445,12365.99591,1.4,8,74.2,31,7,45.5,48.9,50.8,49,40.1,0.397,217907,7.496660326,41.7,6,0,0,0,1,0,1.65
